fixing;fixing_1_volume;hour;date;Krajowe zapotrzebowanie na moc;Suma zdolności wytwórczych JWCD;Suma zdolności wytwórczych nJWCD;Generacja JWCD;Generacja nJWCD;Generacja źródeł wiatrowych;Wymagana rezerwa mocy ponad zapotrzebowanie
70.5;2582.7;0;2017-12-25;14250;22290;11171;4067;10183;5053;1285
70.03;2672.5;1;2017-12-25;13450;22290;11087;3353;10097;4972;1213
70.03;2439.4;2;2017-12-25;12913;22290;10963;2945;9968;4852;1164
70.03;2370;3;2017-12-25;12575;22290;10846;2724;9851;4736;1134
70.03;2378.7;4;2017-12-25;12475;22290;10687;2785;9690;4582;1125
70.03;2568.2;5;2017-12-25;12588;22290;10494;3094;9494;4407;1135
70.03;2660.8;6;2017-12-25;12800;22290;10335;3459;9341;4249;1154
70.2;2721.7;7;2017-12-25;12950;22290;10241;3699;9251;4148;1168
72;2729.1;8;2017-12-25;13413;22290;10187;4224;9189;4055;1209
88.78;2262.6;9;2017-12-25;14275;22290;10101;5172;9103;3966;1287
93.14;2163.8;10;2017-12-25;14850;22290;10090;5758;9092;3950;1339
100.11;2120.7;11;2017-12-25;15088;22290;10100;5986;9102;3959;1360
108;2069.3;12;2017-12-25;15163;22290;10099;6062;9101;3958;1367
114;2032.7;13;2017-12-25;15225;22290;10017;6206;9019;3880;1373
114.23;1992.7;14;2017-12-25;15175;22290;9891;6282;8893;3750;1368
115.83;2113.3;15;2017-12-25;15575;22290;9767;6806;8769;3624;1404
118.8;2337;16;2017-12-25;16463;22290;9661;7798;8665;3487;1484
120;2242.7;17;2017-12-25;16638;22290;9530;8108;8530;3348;1500
122.64;2333.2;18;2017-12-25;16700;22290;9395;8300;8400;3209;1505
125.89;2283.1;19;2017-12-25;16850;22290;9222;8611;8239;3045;1519
125.68;2301.9;20;2017-12-25;16750;22290;9053;8676;8074;2872;1510
121;2252.7;21;2017-12-25;16238;22290;8884;8321;7917;2709;1464
118.8;2186.6;22;2017-12-25;15688;22290;8713;7939;7749;2556;1414
105;2032.3;23;2017-12-25;14675;22290;8551;7092;7583;2400;1323
102;1899.2;0;2017-12-26;13200;22290;8343;5829;7371;2192;1190
85.36;2041.2;1;2017-12-26;12500;22290;8229;5245;7255;2078;1127
80;2145.3;2;2017-12-26;12100;22290;8152;4922;7178;2000;1091
79.65;2157.2;3;2017-12-26;11950;22290;8099;4825;7125;1946;1078
77.23;2090.6;4;2017-12-26;11950;22290;8121;4805;7145;1963;1078
79.93;2143.6;5;2017-12-26;12100;22290;8168;4911;7189;2004;1091
81.5;2235.5;6;2017-12-26;12475;22290;8230;5218;7257;2060;1125
80.6;2255;7;2017-12-26;12650;22290;8320;5297;7353;2143;1141
87;2194.7;8;2017-12-26;13013;22290;8424;5569;7444;2224;1173
113.05;2046.6;9;2017-12-26;13925;22290;8507;6402;7523;2323;1256
117.18;1984.2;10;2017-12-26;14525;22290;8583;6926;7599;2414;1310
118.15;1992.2;11;2017-12-26;14825;22290;8673;7136;7689;2507;1337
118.15;2058.1;12;2017-12-26;15075;22290;8777;7282;7793;2611;1359
118.15;2029.7;13;2017-12-26;15225;22290;9043;7166;8059;2876;1373
118.15;2047.6;14;2017-12-26;15050;22660;9359;6675;8375;3188;1357
117.95;2014.9;15;2017-12-26;15275;22660;9673;6586;8689;3490;1377
118.15;1906.6;16;2017-12-26;16475;22660;9915;7538;8937;3692;1485
118.15;1925.1;17;2017-12-26;16825;22660;10091;7706;9119;3840;1517
118.15;1935;18;2017-12-26;16925;22660;10244;7648;9277;3990;1526
120;1875.1;19;2017-12-26;16950;22660;10254;7663;9287;4008;1528
118.15;1962.4;20;2017-12-26;16800;22660;10198;7565;9235;3948;1514
117.35;2050.7;21;2017-12-26;16313;22660;10111;7163;9150;3876;1470
120;1887.8;22;2017-12-26;15600;22660;9918;6646;8954;3699;1406
117.35;1858.8;23;2017-12-26;14538;22660;9674;5832;8706;3464;1311
113.52;2137.9;0;2017-12-27;13975;22860;8485;6461;7514;2286;1260
113;2122.2;1;2017-12-27;13475;22860;8285;6163;7312;2093;1215
105;2212.1;2;2017-12-27;13225;22860;8114;6084;7141;1924;1193
111.39;2136.2;3;2017-12-27;13225;22860;7943;6255;6970;1759;1193
117.54;2010.4;4;2017-12-27;13538;22860;7846;6667;6871;1662;1221
120.42;1728.5;5;2017-12-27;14488;22860;7799;7667;6821;1617;1306
142;1661;6;2017-12-27;16600;22860;7827;9721;6879;1632;1496
148.01;2018.9;7;2017-12-27;18413;22860;7977;11338;7075;1770;1659
160.35;1894.8;8;2017-12-27;19650;22860;8101;12468;7182;1861;1771
166.93;1371.2;9;2017-12-27;20675;22860;8155;13439;7236;1917;1863
169.1;1229.4;10;2017-12-27;21150;22860;8162;13907;7243;1921;1906
173.87;1111.2;11;2017-12-27;21450;22970;8148;14221;7229;1910;1933
174.75;1178.8;12;2017-12-27;21613;22970;8142;14390;7223;1901;1947
170.01;1069.7;13;2017-12-27;21738;22970;8268;14389;7349;2027;1959
170.5;1291.6;14;2017-12-27;21463;23137;8499;13883;7580;2254;1934
176.5;1570.6;15;2017-12-27;21575;23470;8762;13732;7843;2515;1944
189;1299.8;16;2017-12-27;22750;23470;8927;14740;8010;2655;2050
196.7;1838.5;17;2017-12-27;22875;23260;8986;14796;8079;2701;2061
192.76;1686.2;18;2017-12-27;22600;22970;9029;14473;8127;2734;2036
182.28;1713.1;19;2017-12-27;22375;23137;9034;14243;8132;2744;2016
169;1880.3;20;2017-12-27;21700;23137;9036;13562;8138;2742;1955
152.71;2158.8;21;2017-12-27;20525;23137;9031;12390;8135;2754;1850
143;1951.8;22;2017-12-27;19150;23137;8960;11103;8047;2748;1726
125.5;1730.2;23;2017-12-27;17725;23137;8905;9737;7988;2709;1598
125.6;2358;0;2017-12-28;16600;23490;8570;9126;7474;2283;1496
120.42;1812.8;1;2017-12-28;16000;23490;8497;8601;7399;2217;1442
116.3;2084.3;2;2017-12-28;15625;23490;8431;8292;7333;2153;1409
116.3;2154.3;3;2017-12-28;15600;23490;8350;8348;7252;2078;1406
119.2;1972.3;4;2017-12-28;15825;23490;8290;8633;7192;2018;1427
120.42;1694.7;5;2017-12-28;16600;23490;8228;9467;7133;1953;1496
139.6;1945.2;6;2017-12-28;18500;23490;8185;11360;7140;1886;1667
153.08;2436.8;7;2017-12-28;20075;23490;8169;12931;7144;1821;1809
160.56;2152.5;8;2017-12-28;21050;23490;8100;13978;7072;1761;1897
171.34;2224.6;9;2017-12-28;21850;23490;8023;14853;6997;1696;1969
172.08;2110.3;10;2017-12-28;22050;23740;7940;15136;6914;1615;1987
172;1833.4;11;2017-12-28;22275;23920;7859;15442;6833;1534;2007
168.13;1578.6;12;2017-12-28;22375;24240;7806;15595;6780;1477;2016
167;1527.3;13;2017-12-28;22425;24490;7820;15633;6792;1486;2021
164.66;1718.4;14;2017-12-28;22100;24490;7818;15310;6790;1480;1991
162.02;1635;15;2017-12-28;22175;24490;7790;15413;6762;1473;1998
182.5;1272.4;16;2017-12-28;23350;24490;7844;16534;6816;1522;2104
181.8;1344.6;17;2017-12-28;23425;24490;7943;16510;6915;1605;2111
171.53;1406.8;18;2017-12-28;22950;24490;8039;15934;7016;1691;2068
162.25;1603.6;19;2017-12-28;22775;24090;8094;15704;7071;1743;2052
158.77;2159;20;2017-12-28;22175;24090;8114;15084;7091;1764;1998
148.05;2317.3;21;2017-12-28;20950;24090;8108;13865;7085;1793;1888
132.01;2046.7;22;2017-12-28;19525;24090;8062;12504;7021;1794;1760
120.42;1771.1;23;2017-12-28;18100;24090;8027;11116;6984;1769;1631
121.22;1730.3;0;2017-12-29;16925;23977;7772;10262;6663;1532;1526
120;1810.3;1;2017-12-29;16250;23977;7740;9619;6631;1500;1465
119.6;1917.2;2;2017-12-29;16000;23977;7718;9391;6609;1478;1442
119.6;1933.9;3;2017-12-29;15825;23977;7703;9231;6594;1469;1427
121.22;1817.3;4;2017-12-29;15950;23977;7688;9371;6579;1468;1438
121.22;1622.3;5;2017-12-29;16525;23977;7682;9951;6574;1471;1490
137.6;1234.2;6;2017-12-29;18175;24102;7681;11558;6617;1466;1638
148.44;2148.7;7;2017-12-29;19700;24102;7761;13023;6677;1480;1775
154.34;2117.8;8;2017-12-29;20575;24102;7806;13875;6700;1530;1854
155;1897.7;9;2017-12-29;21450;24732;7852;14704;6746;1584;1933
156.12;1862.5;10;2017-12-29;21800;24732;7924;14982;6818;1656;1964
156.33;1859.4;11;2017-12-29;21900;24732;7966;15040;6860;1708;1973
155.91;1874.4;12;2017-12-29;21925;24732;8058;14973;6952;1800;1976
158.64;1979.7;13;2017-12-29;21950;24732;8208;14850;7100;1949;1978
156.27;2075.3;14;2017-12-29;21625;24732;8151;14582;7043;1893;1949
163.8;1979.4;15;2017-12-29;21700;24732;8063;14747;6953;1809;1955
178.02;1515.6;16;2017-12-29;23025;24732;8037;16098;6927;1783;2075
178.02;1536.5;17;2017-12-29;23200;24732;8064;16244;6956;1789;2090
166.95;1453.3;18;2017-12-29;22925;24732;8072;15956;6969;1798;2066
165.73;1690.5;19;2017-12-29;22775;24732;8023;15855;6920;1725;2052
164.83;1889.5;20;2017-12-29;22050;24732;7909;15244;6806;1595;1987
151.93;2175.2;21;2017-12-29;20875;24732;7750;14228;6647;1464;1881
143.6;1907.4;22;2017-12-29;19525;24732;7613;13028;6497;1363;1760
130.42;1378.5;23;2017-12-29;18025;24732;7530;11611;6414;1290;1625
121.03;2131.3;0;2017-12-30;16800;23732;7282;10628;6172;1030;1514
121.03;1979.7;1;2017-12-30;16100;23732;7337;9873;6227;1075;1451
121.03;1563.8;2;2017-12-30;15625;23732;7411;9331;6294;1159;1409
121.03;1442;3;2017-12-30;15500;23732;7480;9130;6370;1233;1397
121.03;1418.8;4;2017-12-30;15500;23732;7581;9029;6471;1338;1397
121.03;1431;5;2017-12-30;15625;23732;7705;9029;6596;1461;1409
121.03;1633.6;6;2017-12-30;16350;23732;7849;9562;6788;1612;1474
119.54;2063.4;7;2017-12-30;17200;23732;8110;10143;7057;1837;1550
121.03;1784.2;8;2017-12-30;18025;23732;8210;10873;7152;1944;1625
137.2;1928.6;9;2017-12-30;19025;24362;8270;11813;7212;2004;1715
140.98;2176.3;10;2017-12-30;19625;24362;8252;12431;7194;1986;1769
143.9;2240.3;11;2017-12-30;19700;24362;8173;12585;7115;1917;1775
144.4;2297.4;12;2017-12-30;19700;24362;8080;12678;7022;1844;1775
144.4;2400.1;13;2017-12-30;19750;24362;8206;12604;7146;1969;1780
143.8;2399.4;14;2017-12-30;19600;24362;8475;12185;7415;2219;1766
143.8;2440.9;15;2017-12-30;19950;24362;8708;12302;7648;2473;1798
148.11;2662.1;16;2017-12-30;21225;24362;8964;13321;7904;2704;1913
145.29;2737.3;17;2017-12-30;21375;24362;9178;13255;8120;2917;1926
140.99;2525.9;18;2017-12-30;21200;24362;9404;12849;8351;3124;1910
133.14;2385.3;19;2017-12-30;20975;24362;9493;12535;8440;3214;1890
124.22;2220.8;20;2017-12-30;20400;24362;9536;11917;8483;3245;1838
119.54;1993.8;21;2017-12-30;19400;24362;9536;10917;8483;3268;1748
119.54;1888.2;22;2017-12-30;18125;24362;9493;9689;8436;3232;1634
116.88;1986.6;23;2017-12-30;16800;24362;9428;8433;8367;3167;1514
98;2078.1;0;2017-12-31;15600;23749;9868;6692;8908;3630;1406
82;2253.9;1;2017-12-31;14825;23749;9870;5915;8910;3632;1337
76.14;2174.1;2;2017-12-31;14425;23749;9838;5547;8878;3611;1301
74.7;2079.9;3;2017-12-31;14275;23749;9811;5424;8851;3590;1287
73.78;2073.2;4;2017-12-31;14225;23749;9724;5463;8762;3507;1283
76.15;2291.6;5;2017-12-31;14425;23749;9565;5829;8596;3367;1301
80;2210.1;6;2017-12-31;15000;23749;9373;6596;8404;3177;1352
110;2081.8;7;2017-12-31;15650;23749;9166;7453;8197;2955;1411
116.99;1766.4;8;2017-12-31;16400;23749;9006;8375;8025;2790;1478
118.7;1591.2;9;2017-12-31;17450;23749;8879;9551;7899;2635;1573
120.3;1561.8;10;2017-12-31;18050;23749;8837;10209;7841;2591;1627
125.25;1693.1;11;2017-12-31;18275;23749;8894;10382;7893;2641;1647
127.03;1625.8;12;2017-12-31;18300;23749;9076;10225;8075;2817;1649
137.3;1956;13;2017-12-31;18375;23749;9567;9809;8566;3297;1656
125.51;1868;14;2017-12-31;18325;24119;9990;9336;8989;3721;1652
131.73;1890;15;2017-12-31;18550;24119;10410;9141;9409;4125;1672
143.91;2250.6;16;2017-12-31;19525;24119;10598;9925;9600;4285;1760
138;2261.9;17;2017-12-31;19750;24119;10599;10146;9604;4285;1780
137.24;2178.6;18;2017-12-31;19375;24119;10562;9806;9569;4254;1746
127.43;2198.4;19;2017-12-31;18575;24119;10383;9185;9390;4089;1674
124.22;1943.2;20;2017-12-31;17525;24119;10149;8379;9146;3871;1579
118.7;1871.6;21;2017-12-31;16725;24119;9934;7794;8931;3666;1507
118.7;1887.3;22;2017-12-31;16275;24119;9732;7542;8733;3471;1467
117;1687.9;23;2017-12-31;15775;24119;9526;7249;8526;3285;1422
117;2140.9;0;2018-01-01;15175;22312;9327;6835;8340;3157;1368
113.59;2255.8;1;2018-01-01;14600;22312;9272;6315;8285;3107;1316
97;2516.5;2;2018-01-01;14025;22312;9263;5749;8276;3103;1264
89;2512.1;3;2018-01-01;13625;22312;9296;5316;8309;3136;1228
75;2512.4;4;2018-01-01;13400;22312;9402;4985;8415;3242;1208
75;2529.2;5;2018-01-01;13225;22312;9524;4693;8532;3373;1192
80;2510.8;6;2018-01-01;13275;21942;9626;4641;8634;3472;1197
75.71;2314.2;7;2018-01-01;13250;21942;9653;4589;8661;3488;1195
76.62;2272.5;8;2018-01-01;13250;21942;9693;4559;8691;3507;1195
100;2305.7;9;2018-01-01;13775;21942;9761;5015;8760;3542;1242
108.12;2262.4;10;2018-01-01;14300;21942;9793;5513;8787;3572;1289
116.19;2147.4;11;2018-01-01;14900;21942;9823;6088;8812;3600;1343
116.85;1951.1;12;2018-01-01;15325;21942;9858;6478;8847;3629;1382
117;1778.6;13;2018-01-01;15750;21942;9746;7015;8735;3517;1420
117;1740.3;14;2018-01-01;15875;21942;9544;7342;8533;3316;1431
117;1852;15;2018-01-01;16150;21942;9344;7817;8333;3106;1456
121.13;1749.6;16;2018-01-01;17525;21942;9224;9295;8230;2940;1580
119.4;1650.2;17;2018-01-01;17975;21942;9067;9900;8075;2782;1620
121;1538.4;18;2018-01-01;18025;21942;8871;10127;7898;2602;1625
125;1584.4;19;2018-01-01;18100;21942;8717;10356;7744;2421;1631
119.29;1661.2;20;2018-01-01;17850;21942;8474;10349;7501;2230;1609
118.41;1658.3;21;2018-01-01;17075;21942;8272;9774;7301;2038;1539
117;2023.5;22;2018-01-01;16175;21942;8108;9034;7141;1891;1458
117;1975.4;23;2018-01-01;15125;21942;7985;8108;7017;1773;1364
117;1916.6;0;2018-01-02;13725;21085;7988;6688;7037;1872;1238
117;1935.5;1;2018-01-02;13275;21085;7814;6412;6863;1703;1197
116.88;2008.1;2;2018-01-02;13050;21085;7633;6368;6682;1527;1177
117;1971.5;3;2018-01-02;13075;21085;7446;6580;6495;1350;1179
121.13;1935.3;4;2018-01-02;13600;21085;7347;7204;6396;1251;1226
130.91;2025.8;5;2018-01-02;14800;21085;7297;8459;6341;1195;1334
150;1711.7;6;2018-01-02;17475;21085;7298;11108;6367;1113;1575
167.74;1795.6;7;2018-01-02;19950;21085;7243;13586;6364;1005;1798
180.05;1936.4;8;2018-01-02;21175;21085;7206;14858;6317;952;1908
187.58;1862.7;9;2018-01-02;21975;21085;7181;15683;6292;907;1980
196.02;1748;10;2018-01-02;22275;21085;7074;16095;6180;803;2007
196.9;1682;11;2018-01-02;22500;21085;6950;16449;6051;687;2027
199.01;1651.7;12;2018-01-02;22725;21085;6899;16725;6000;630;2048
204;1622.9;13;2018-01-02;22825;21085;6975;16749;6076;701;2057
197.63;1457.2;14;2018-01-02;22525;21085;7014;16410;6115;741;2030
198.6;1350.9;15;2018-01-02;22675;21570;7074;16500;6175;775;2043
217;1718.4;16;2018-01-02;23575;21570;7137;17332;6243;810;2124
228.9;1684.6;17;2018-01-02;23725;21570;7177;17440;6285;844;2138
216.7;1522.9;18;2018-01-02;23450;21570;7211;17128;6322;879;2113
200.1;1468.7;19;2018-01-02;23275;21570;7212;16950;6325;889;2097
183.97;1770.2;20;2018-01-02;22575;21570;7194;16268;6307;897;2034
160.81;1691.1;21;2018-01-02;21175;21570;7174;14888;6287;897;1908
149.21;2065.8;22;2018-01-02;19475;21570;7106;13270;6205;895;1755
137.5;1862.3;23;2018-01-02;18125;21570;7099;11932;6193;898;1634
132.2;1780.3;0;2018-01-03;17525;21723;7054;11373;6152;720;1580
132;1756.8;1;2018-01-03;17000;21723;7087;10815;6185;753;1532
125.5;1767.4;2;2018-01-03;16775;21723;7162;10515;6260;828;1512
125.37;1748.6;3;2018-01-03;16800;21723;7252;10450;6350;928;1514
132.2;1715.2;4;2018-01-03;17100;21723;7486;10516;6584;1162;1541
133.98;1880;5;2018-01-03;17875;21723;7802;10980;6895;1487;1611
149.18;2348.8;6;2018-01-03;20350;21723;8148;13107;7243;1835;1834
159.4;1660.6;7;2018-01-03;22350;21723;8556;14676;7674;2201;2014
159.76;1924.6;8;2018-01-03;23125;21723;9029;14988;8137;2658;2084
161.61;1822.5;9;2018-01-03;23575;22326;9580;14887;8688;3141;2124
158;1841.6;10;2018-01-03;23725;22326;9945;14677;9048;3505;2138
158;1917;11;2018-01-03;23975;22326;10251;14626;9349;3824;2160
155;1966.8;12;2018-01-03;23975;22326;10572;14305;9670;4139;2160
155;1919.7;13;2018-01-03;24025;22326;10685;14242;9783;4252;2165
154.4;1985.6;14;2018-01-03;23700;22326;10665;13937;9763;4233;2135
158.03;1854.6;15;2018-01-03;23725;22326;10642;13985;9740;4194;2138
164.18;2025.4;16;2018-01-03;24725;22326;10454;15168;9557;3993;2228
164.01;2091.8;17;2018-01-03;24725;22326;10163;15457;9268;3691;2228
157.8;1908.5;18;2018-01-03;24400;22326;9867;15425;8975;3411;2198
155;1964.4;19;2018-01-03;24275;22326;9734;15431;8844;3277;2187
149.18;1964.5;20;2018-01-03;23525;22353;9657;14758;8767;3216;2120
146.08;2429;21;2018-01-03;22075;22353;9581;13384;8691;3160;1989
130;2263.2;22;2018-01-03;20525;22353;9555;11874;8651;3189;1850
122.1;2038.4;23;2018-01-03;19175;22353;9643;10441;8734;3277;1728
111.4;2392.7;0;2018-01-04;17925;22353;9539;9436;8489;3192;1616
107.93;2511;1;2018-01-04;17200;22353;9595;8655;8545;3255;1550
102.83;2514;2;2018-01-04;16925;22353;9661;8314;8611;3323;1526
102;2544.8;3;2018-01-04;17025;22353;9715;8360;8665;3383;1535
105;2607.5;4;2018-01-04;17350;22353;9726;8674;8676;3394;1564
109.75;2133.1;5;2018-01-04;18200;22353;9731;9518;8682;3396;1640
135.89;2285.8;6;2018-01-04;20700;22153;9762;11939;8761;3413;1865
149.14;2053.1;7;2018-01-04;22650;22153;9881;13740;8910;3484;2041
150;2338.1;8;2018-01-04;23400;22153;9854;14522;8878;3471;2108
157.29;2029.7;9;2018-01-04;23800;22226;9794;14982;8818;3423;2144
157.33;1958.5;10;2018-01-04;23825;22156;9744;15057;8768;3375;2147
163.6;1797;11;2018-01-04;24038;22156;9700;15314;8724;3331;2166
167;1741.5;12;2018-01-04;24113;22326;9675;15414;8699;3302;2173
168.97;1579.3;13;2018-01-04;24175;22326;9630;15523;8652;3252;2178
167.17;1616.4;14;2018-01-04;23875;22326;9465;15388;8487;3083;2151
170;1482.9;15;2018-01-04;24075;22326;9258;15795;8280;2897;2169
183.5;1633.2;16;2018-01-04;25075;22326;9113;16940;8135;2747;2259
189;1573;17;2018-01-04;24925;22326;9014;16885;8040;2632;2246
182.1;1478.1;18;2018-01-04;24600;22326;8917;16654;7946;2525;2216
174.24;1555.2;19;2018-01-04;24350;22326;8826;16495;7855;2431;2194
159;1737.2;20;2018-01-04;23650;22353;8717;15904;7746;2323;2131
149.14;2281;21;2018-01-04;22175;22353;8564;14582;7593;2200;1998
133.42;2220.4;22;2018-01-04;20550;22353;8386;13161;7389;2068;1852
125;1744.5;23;2018-01-04;19300;22353;8248;12053;7247;1930;1739
117.97;1845.6;0;2018-01-05;17250;22353;8097;10147;7103;1935;1555
113.9;1769.6;1;2018-01-05;16425;22353;8099;9320;7105;1937;1481
111.08;1996;2;2018-01-05;16225;22353;8164;9055;7170;2002;1463
109;2119.2;3;2018-01-05;16225;22353;8256;8963;7262;2094;1463
110;2209.2;4;2018-01-05;16525;22353;8378;9141;7384;2216;1490
112.3;2054.6;5;2018-01-05;17350;22353;8523;9820;7530;2370;1564
136.99;2242.1;6;2018-01-05;19975;22353;8723;12201;7774;2549;1800
147.74;2194.5;7;2018-01-05;22125;22353;9036;14023;8102;2779;1994
155;2317.9;8;2018-01-05;22925;22353;9244;14624;8301;2973;2066
157;2205.9;9;2018-01-05;23400;22326;9382;14961;8439;3111;2108
159.15;2086.6;10;2018-01-05;23500;22326;9454;14989;8511;3183;2117
165.66;1802.7;11;2018-01-05;23775;22326;9437;15281;8494;3176;2142
165;1834.8;12;2018-01-05;23825;22326;9364;15404;8421;3103;2147
164.1;1829.8;13;2018-01-05;23975;22326;9215;15705;8270;2954;2160
162.6;1785.6;14;2018-01-05;23700;22326;9042;15603;8097;2772;2135
165;1723.2;15;2018-01-05;23725;22326;8850;15820;7905;2596;2138
180.75;1584;16;2018-01-05;24575;22326;8676;16844;7731;2422;2214
187.01;1578.5;17;2018-01-05;24600;22326;8505;17036;7564;2240;2216
183;1573.9;18;2018-01-05;24300;22326;8326;16912;7388;2062;2189
173;1596.7;19;2018-01-05;24050;22326;8194;16794;7256;1922;2167
166.3;1710.3;20;2018-01-05;23325;22353;8081;16182;7143;1810;2102
153;1886.2;21;2018-01-05;21875;22353;7938;14873;7002;1700;1971
147.91;1953.1;22;2018-01-05;20325;22353;7790;13520;6805;1587;1832
145.3;1787.2;23;2018-01-05;18975;22353;7655;12319;6656;1464;1710
129.91;1786.4;0;2018-01-06;17725;21489;8314;10378;7347;2194;1598
118.32;1600.7;1;2018-01-06;16925;21489;8193;9699;7226;2073;1526
118.32;1677.9;2;2018-01-06;16500;21489;8141;9326;7174;2021;1487
118.32;1661.6;3;2018-01-06;16325;21489;8090;9202;7123;1980;1472
118.32;1629;4;2018-01-06;16300;21489;8024;9243;7057;1914;1469
119.17;1805.9;5;2018-01-06;16175;21489;7920;9221;6954;1809;1458
118.32;1657.2;6;2018-01-06;16200;21247;7806;9316;6884;1684;1460
119.17;1711.6;7;2018-01-06;16400;21247;7676;9645;6755;1491;1478
136.39;1767.7;8;2018-01-06;16825;21508;7472;10283;6542;1278;1517
147.8;2274.8;9;2018-01-06;17775;21508;7286;11421;6354;1082;1602
147.8;2938.2;10;2018-01-06;18550;21508;7118;12364;6186;914;1672
154.91;2869;11;2018-01-06;18875;21508;6970;12837;6038;766;1701
157;2749.8;12;2018-01-06;19025;21508;6820;13137;5888;616;1715
156;2642.5;13;2018-01-06;19300;21508;6738;13496;5804;524;1739
154;2589.4;14;2018-01-06;19000;21508;6684;13250;5750;461;1712
157;2467.1;15;2018-01-06;19000;21508;6592;13342;5658;395;1712
172.2;2659.6;16;2018-01-06;20200;21508;6567;14567;5633;360;1820
180;2844.9;17;2018-01-06;20675;21508;6560;15045;5630;352;1863
176.02;2810.2;18;2018-01-06;20700;21508;6550;15077;5623;343;1865
172.2;2562.8;19;2018-01-06;20650;21508;6552;15025;5625;351;1861
153;2074;20;2018-01-06;20200;21508;6559;14567;5633;359;1820
147.58;2182.9;21;2018-01-06;19450;21508;6539;13835;5615;363;1753
143.3;1803.2;22;2018-01-06;18575;21508;6557;12942;5633;406;1674
135;1511.3;23;2018-01-06;17325;21508;6619;11628;5697;470;1562
125;1537.4;0;2018-01-07;16125;20575;6648;10485;5640;569;1454
119;1727.5;1;2018-01-07;15450;20575;6686;9772;5678;619;1393
118.9;1681;2;2018-01-07;15100;20575;6763;9345;5755;707;1361
117.98;1740.1;3;2018-01-07;14925;20575;6861;9072;5853;808;1346
117.98;1790.8;4;2018-01-07;14925;20575;6922;9014;5911;873;1346
117.98;1763.2;5;2018-01-07;15100;20575;6969;9141;5959;919;1361
121.85;1607.1;6;2018-01-07;15475;20575;7093;9345;6130;992;1395
123.78;1615.2;7;2018-01-07;15800;20575;7273;9482;6318;1087;1424
127.5;1496.8;8;2018-01-07;16400;20675;7298;10062;6338;1087;1478
134.71;1561.7;9;2018-01-07;17475;21305;7291;11142;6333;1067;1575
137.53;1874.8;10;2018-01-07;18250;21305;7215;11994;6256;991;1645
142.64;2070.8;11;2018-01-07;18550;21305;7106;12403;6147;887;1672
143.13;2088.4;12;2018-01-07;18700;21305;7029;12630;6070;790;1685
143.98;2154.7;13;2018-01-07;18850;21305;6953;12857;5993;714;1699
143.1;2016.6;14;2018-01-07;18700;21305;6903;12757;5943;652;1685
144.7;1948.3;15;2018-01-07;18625;21305;6827;12759;5866;591;1678
151.18;2011.8;16;2018-01-07;19800;21305;6803;13956;5844;561;1784
157;2303.8;17;2018-01-07;20400;21305;6794;14561;5839;550;1838
162;2388;18;2018-01-07;20525;21305;6789;14687;5838;544;1849
160;2383.4;19;2018-01-07;20600;21547;6806;14745;5855;562;1856
147.47;2773.3;20;2018-01-07;19975;21547;6830;14068;5907;587;1800
145;2292.1;21;2018-01-07;19075;21547;6829;13126;5949;609;1719
132;2089.8;22;2018-01-07;18175;21447;6788;12274;5901;616;1638
127.51;1683.8;23;2018-01-07;17125;21447;6772;11244;5881;615;1544
120;1776.5;0;2018-01-08;15938;21277;6889;9753;6185;657;1437
118.9;1649.9;1;2018-01-08;15475;21277;6898;9281;6194;683;1395
118.9;1658.5;2;2018-01-08;15350;21277;6909;9145;6205;698;1384
118.9;1648.3;3;2018-01-08;15450;21277;6908;9246;6204;707;1393
118.9;1720.6;4;2018-01-08;15825;21277;6902;9627;6198;699;1427
135;1772.7;5;2018-01-08;17113;21277;6918;10899;6214;679;1543
154.5;1694.9;6;2018-01-08;20225;21447;6892;14005;6220;639;1823
179;1112;7;2018-01-08;22563;21447;6855;16331;6232;555;2033
210;1296.5;8;2018-01-08;23575;21447;6789;17422;6153;475;2124
215.95;1587.9;9;2018-01-08;24150;22077;6719;18067;6083;390;2176
216.4;1669.5;10;2018-01-08;24100;22077;6656;18080;6020;340;2171
225.96;1824.9;11;2018-01-08;24313;22077;6625;18324;5989;327;2191
230;1795.5;12;2018-01-08;24425;22077;6637;18424;6001;334;2201
230;1763.6;13;2018-01-08;24475;22077;6725;18386;6089;422;2205
205.91;1501;14;2018-01-08;24163;22077;6863;17936;6227;562;2177
204.31;1387.4;15;2018-01-08;24125;22077;7002;17754;6371;709;2174
238;1652.2;16;2018-01-08;25100;22077;7173;18558;6542;860;2261
230;1739.7;17;2018-01-08;25325;22077;7389;18562;6763;1017;2282
199.6;1634.4;18;2018-01-08;24975;22077;7539;18054;6921;1174;2250
187.31;1731.6;19;2018-01-08;24800;22077;7685;17728;7072;1322;2234
172.52;1755.7;20;2018-01-08;24025;22077;7826;16810;7215;1465;2165
160;1830.9;21;2018-01-08;22538;22077;7965;15184;7354;1610;2031
147.53;2451.2;22;2018-01-08;20925;21907;8050;13506;7419;1758;1886
130.67;2010.2;23;2018-01-08;19500;21907;8182;11959;7541;1907;1757
125;1640.3;0;2018-01-09;18225;21922;7990;11214;7011;1729;1643
117.84;1559.3;1;2018-01-09;17600;21922;8147;10432;7168;1896;1586
117.84;1796.7;2;2018-01-09;17325;21922;8310;9994;7331;2059;1562
116;1849.2;3;2018-01-09;17325;21922;8451;9853;7472;2210;1562
