fixing;fixing_1_volume;hour;date;Krajowe zapotrzebowanie na moc;Suma zdolności wytwórczych JWCD;Suma zdolności wytwórczych nJWCD;Generacja JWCD;Generacja nJWCD;Generacja źródeł wiatrowych;Wymagana rezerwa mocy ponad zapotrzebowanie
251.15;2069.2;20;2018-12-23;20400;22589;8338;13131;7269;1682;1836
235;2003.8;21;2018-12-23;19363;22589;8287;12145;7218;1630;1742
218.43;2146.3;22;2018-12-23;18388;22589;8196;11266;7122;1551;1654
201.55;2092;23;2018-12-23;17025;22589;8077;10022;7003;1462;1531
193.63;1688.6;0;2018-12-24;15900;22469;7793;9209;6691;1190;1430
184.83;1989.1;1;2018-12-24;15025;22469;7800;8327;6698;1194;1351
180.81;2274;2;2018-12-24;14575;22469;7826;7851;6724;1223;1311
179.21;2406.5;3;2018-12-24;14313;22469;7856;7559;6754;1260;1287
178.51;2514.3;4;2018-12-24;14313;22469;7927;7464;6849;1315;1287
178.59;2572;5;2018-12-24;14625;22469;8015;7657;6968;1374;1315
179.56;2381;6;2018-12-24;15425;22469;8092;8352;7073;1427;1387
193.88;3389.2;7;2018-12-24;16350;22469;8134;9211;7139;1464;1470
203.18;3166.2;8;2018-12-24;17475;22469;8222;10242;7233;1510;1572
215;3103;9;2018-12-24;18475;22469;8312;11157;7318;1579;1662
219;3014.4;10;2018-12-24;18975;22469;8417;11557;7418;1679;1707
218.6;3074.3;11;2018-12-24;19050;22469;8528;11525;7525;1785;1714
217.67;3151.5;12;2018-12-24;18825;22469;8582;11246;7579;1851;1694
212.99;3096.9;13;2018-12-24;18850;22469;8598;11255;7595;1848;1696
210.2;3006.4;14;2018-12-24;18650;22469;8581;11072;7578;1848;1678
214.31;2941.7;15;2018-12-24;19000;22469;8564;11434;7566;1855;1710
227.13;2764.5;16;2018-12-24;19575;22469;8602;11954;7621;1865;1762
217.13;3406.6;17;2018-12-24;18325;22469;8631;10675;7650;1868;1649
203.18;3825.8;18;2018-12-24;17150;22469;8637;9489;7661;1861;1543
203.18;3359.9;19;2018-12-24;16700;22469;8574;9102;7598;1829;1502
201.27;3314.4;20;2018-12-24;16500;22469;8502;8974;7526;1789;1484
185.91;3413.8;21;2018-12-24;16400;22469;8475;8901;7499;1769;1475
181.33;2282.5;22;2018-12-24;16175;22469;8450;8723;7452;1775;1454
171.32;2201.9;23;2018-12-24;15400;22469;8439;7978;7422;1799;1385
141.2;2623.5;0;2018-12-25;14263;22824;8495;6753;7510;1906;1282
130.7;2903.9;1;2018-12-25;13625;22824;8454;6156;7469;1855;1225
100;3006.4;2;2018-12-25;13138;22824;8395;5728;7410;1806;1181
89;3018;3;2018-12-25;12763;22824;8378;5370;7393;1789;1147
89;3083.6;4;2018-12-25;12700;22824;8358;5327;7373;1779;1142
84.99;3029.6;5;2018-12-25;12863;22824;8354;5494;7369;1775;1156
77;2664.4;6;2018-12-25;13213;22824;8359;5839;7374;1775;1188
80;2480.7;7;2018-12-25;13375;22824;8359;6001;7374;1780;1202
90;2699.2;8;2018-12-25;13838;22824;8441;6387;7451;1862;1244
124.99;2724.2;9;2018-12-25;14850;22824;8582;7268;7582;1987;1336
144.32;2607.9;10;2018-12-25;15475;22824;8713;7762;7713;2138;1392
151.5;2599.1;11;2018-12-25;15675;22824;8883;7792;7883;2305;1410
153.02;2619.1;12;2018-12-25;15775;22824;9018;7757;8018;2446;1419
148.04;2667.2;13;2018-12-25;15900;22824;9103;7797;8103;2538;1430
142.46;2678.1;14;2018-12-25;15675;22824;9170;7505;8170;2599;1410
134.7;2841.4;15;2018-12-25;15825;22824;9225;7600;8225;2655;1424
168.46;2670.7;16;2018-12-25;16650;22824;9273;8367;8283;2689;1498
174.6;2774;17;2018-12-25;16750;22824;9291;8449;8301;2693;1507
177.26;2825.1;18;2018-12-25;16800;22824;9310;8480;8320;2686;1511
177.08;2844.5;19;2018-12-25;16875;22824;9314;8551;8324;2674;1518
173.5;2720.4;20;2018-12-25;16700;22824;9289;8401;8299;2664;1502
158.4;2757.4;21;2018-12-25;16275;22824;9252;8013;8262;2657;1464
152.45;2724.2;22;2018-12-25;15725;22824;9287;7428;8297;2689;1414
127.56;3099.9;23;2018-12-25;14700;22824;9354;6336;8364;2756;1322
78.75;3157.1;0;2018-12-26;13700;21874;9842;4854;8846;3414;1232
71.99;3161.7;1;2018-12-26;13100;21874;9932;4164;8936;3504;1177
71;2999.4;2;2018-12-26;12700;21874;10022;3674;9026;3593;1142
70.5;2879.7;3;2018-12-26;12625;21874;10100;3521;9104;3671;1135
70.5;2801.1;4;2018-12-26;12675;21874;10119;3552;9123;3690;1139
70.5;2852;5;2018-12-26;12825;21874;10077;3739;9086;3648;1153
70.9;2947.7;6;2018-12-26;13275;21874;9982;4284;8991;3550;1193
71;3064.7;7;2018-12-26;13425;21874;9845;4571;8854;3397;1207
71;3136.9;8;2018-12-26;13825;21874;9758;5058;8767;3288;1243
162;3200.4;9;2018-12-26;14700;21874;9683;6017;8683;3204;1322
170;2849.6;10;2018-12-26;15275;21874;9617;6663;8612;3136;1374
175.49;2685.4;11;2018-12-26;15500;21874;9551;6959;8541;3074;1394
177.34;2519.3;12;2018-12-26;15650;21874;9455;7205;8445;2983;1408
177.34;2398.9;13;2018-12-26;15900;21874;9297;7613;8287;2827;1431
177.34;2210.2;14;2018-12-26;15700;22244;9098;7612;8088;2629;1413
184.83;2239.8;15;2018-12-26;15875;22244;8898;7978;7897;2430;1429
200.95;2201.3;16;2018-12-26;16975;22244;8769;9202;7773;2272;1527
200.96;2341.2;17;2018-12-26;17238;22244;8667;9567;7671;2157;1551
200.96;2263.8;18;2018-12-26;17313;22244;8571;9733;7580;2056;1558
200.96;2219;19;2018-12-26;17450;22244;8480;9961;7489;1968;1570
200.96;2105.1;20;2018-12-26;17250;22244;8396;9845;7405;1895;1552
200.32;2104;21;2018-12-26;16775;22244;8306;9455;7320;1832;1509
195;1792.1;22;2018-12-26;16125;22244;8234;8882;7243;1795;1451
177.34;2133.3;23;2018-12-26;15075;22244;8214;7854;7221;1775;1356
178.85;2917.5;0;2018-12-27;14025;21858;8316;6694;7331;1842;1261
167.83;3264.7;1;2018-12-27;13388;21858;8357;6016;7372;1887;1204
160.06;3435.1;2;2018-12-27;13138;21858;8419;5704;7434;1948;1182
158;3491.1;3;2018-12-27;13100;21858;8464;5621;7479;1993;1178
162;3333.1;4;2018-12-27;13325;21858;8493;5817;7508;2022;1198
178.85;2882.8;5;2018-12-27;14150;21858;8530;6600;7550;2059;1273
190.89;2088.7;6;2018-12-27;16300;21858;8640;8604;7696;2130;1466
204.28;3580.2;7;2018-12-27;18025;21858;8772;10121;7904;2234;1621
203.8;3011.7;8;2018-12-27;19200;21858;8894;11164;8036;2329;1728
243.92;2756.3;9;2018-12-27;20250;21858;9006;12102;8148;2438;1822
245.1;2640.2;10;2018-12-27;20613;21858;9129;12327;8286;2558;1855
245;2628.2;11;2018-12-27;20825;21858;9234;12439;8386;2663;1874
245;2588;12;2018-12-27;20875;21858;9312;12411;8464;2741;1879
245;2606.6;13;2018-12-27;21075;21858;9346;12577;8498;2777;1897
245.2;2649;14;2018-12-27;20875;21858;9353;12370;8505;2785;1879
248.09;2589.7;15;2018-12-27;21025;21858;9361;12506;8519;2797;1892
265;2505.3;16;2018-12-27;22038;21858;9399;13476;8562;2816;1983
270;2584.9;17;2018-12-27;22038;21858;9437;13438;8600;2840;1983
270;2768.3;18;2018-12-27;21750;21858;9472;13110;8640;2866;1957
254.7;2793;19;2018-12-27;21488;21858;9484;12836;8652;2881;1934
238;2899.2;20;2018-12-27;20763;21858;9469;12126;8637;2887;1868
213.95;3202.2;21;2018-12-27;19588;21858;9450;10969;8619;2880;1762
200.58;2452.1;22;2018-12-27;18363;21858;9379;9884;8479;2856;1652
195.57;2463.6;23;2018-12-27;16988;21858;9309;8598;8390;2814;1528
185.81;3636.3;0;2018-12-28;15850;21858;9535;7286;8564;2996;1426
179;3776.8;1;2018-12-28;15075;21858;9476;6570;8505;2937;1356
176.9;3919.6;2;2018-12-28;14700;21858;9428;6243;8457;2889;1322
183.07;3984.9;3;2018-12-28;14650;21858;9380;6241;8409;2851;1318
179.85;3748.2;4;2018-12-28;14888;21858;9331;6528;8360;2802;1339
184.8;3511.9;5;2018-12-28;15575;21858;9263;7278;8297;2734;1401
184.51;3008;6;2018-12-28;17350;21858;9197;9113;8237;2649;1561
190.82;3446.4;7;2018-12-28;18950;21858;9147;10732;8218;2560;1705
202.73;3055.5;8;2018-12-28;19900;21858;9061;11763;8137;2474;1791
208.37;3129.7;9;2018-12-28;20675;21858;9003;12601;8074;2403;1861
213.11;2984.6;10;2018-12-28;21025;21858;8936;13025;8000;2345;1892
219.62;2865.1;11;2018-12-28;21200;21858;8884;13257;7943;2300;1908
224.45;2773.1;12;2018-12-28;21225;21858;8814;13352;7873;2236;1911
228.3;2733.5;13;2018-12-28;21400;21858;8696;13645;7755;2118;1926
224.34;2649.6;14;2018-12-28;21125;21858;8516;13550;7575;1942;1902
224.8;2599.8;15;2018-12-28;21300;21858;8342;13892;7408;1757;1917
238.88;2360.8;16;2018-12-28;22400;21858;8193;15136;7264;1620;2016
240.84;2538.8;17;2018-12-28;22475;21858;8112;15292;7183;1520;2023
233.36;2559.9;18;2018-12-28;22150;21858;8049;15025;7125;1431;1994
229.33;2512.2;19;2018-12-28;21925;21858;7983;14866;7059;1359;1973
216.79;2511.5;20;2018-12-28;21200;21858;7939;14185;7015;1305;1908
203.28;2827.6;21;2018-12-28;20050;21858;7869;13109;6941;1262;1804
203.27;2443.8;22;2018-12-28;18650;21858;7796;11811;6839;1230;1678
199.49;2192.6;23;2018-12-28;17300;21858;7757;10519;6781;1219;1556
202.55;1617.6;0;2018-12-29;16300;21858;7725;9686;6614;1142;1468
201.1;1710.8;1;2018-12-29;15600;21858;7732;8979;6621;1149;1405
196.72;1706.6;2;2018-12-29;15225;21858;7734;8602;6623;1161;1371
192;1622.8;3;2018-12-29;15125;21858;7731;8505;6620;1158;1362
191.71;1588.1;4;2018-12-29;15200;21858;7709;8602;6598;1147;1369
195;1541.1;5;2018-12-29;15525;21858;7720;8911;6614;1148;1398
202.54;1401.3;6;2018-12-29;16350;21858;7801;9649;6701;1200;1472
204.3;1626.4;7;2018-12-29;17050;21630;7942;10178;6872;1337;1535
217.69;1552.5;8;2018-12-29;17825;21630;8062;10832;6993;1452;1605
237.09;1561.4;9;2018-12-29;18950;21630;8179;11845;7105;1563;1706
238.76;1807.3;10;2018-12-29;19625;21630;8284;12422;7203;1667;1767
237.26;1675.3;11;2018-12-29;19800;21630;8368;12518;7282;1768;1783
231.73;1720.8;12;2018-12-29;19825;21630;8440;12471;7354;1846;1785
230;1980.9;13;2018-12-29;19925;21630;8462;12549;7376;1888;1794
224.99;1949.2;14;2018-12-29;19775;21630;8515;12346;7429;1925;1781
228.8;2063.8;15;2018-12-29;20050;21630;8554;12577;7473;1975;1805
243.06;2377;16;2018-12-29;21250;21630;8633;13693;7557;2031;1913
252;2319.7;17;2018-12-29;21400;21630;8711;13765;7635;2095;1927
243;2310.5;18;2018-12-29;21175;21630;8810;13436;7739;2158;1907
234.1;2282.4;19;2018-12-29;20900;21630;8889;13082;7818;2221;1882
218.88;2061.1;20;2018-12-29;20400;21630;8923;12548;7852;2274;1837
204.99;2155.8;21;2018-12-29;19400;21630;8957;11516;7884;2330;1747
202;2094.5;22;2018-12-29;18300;21630;8991;10405;7895;2370;1648
191;1764.7;23;2018-12-29;17100;21630;8989;9226;7874;2401;1540
184.99;2360;0;2018-12-30;15475;20635;7606;8889;6586;1309;1392
178.44;2331.3;1;2018-12-30;14600;20635;7492;8128;6472;1206;1313
176.81;2443.7;2;2018-12-30;14200;20635;7400;7820;6380;1126;1277
171.7;2493.1;3;2018-12-30;14025;20635;7361;7684;6341;1088;1261
175;2478.8;4;2018-12-30;14025;20635;7382;7707;6318;1116;1261
178.44;2458.8;5;2018-12-30;14125;20635;7488;7696;6429;1222;1270
178.44;2398.8;6;2018-12-30;14550;20635;7704;7902;6648;1400;1309
178.44;2424.6;7;2018-12-30;14800;20870;7934;7891;6909;1601;1331
182;2288.1;8;2018-12-30;15225;20870;8148;8092;7133;1799;1370
199.7;1998.9;9;2018-12-30;16275;20870;8363;8932;7343;2006;1464
202.1;2000.4;10;2018-12-30;17125;20870;8625;9525;7600;2229;1541
202.1;1993.8;11;2018-12-30;17475;20870;8819;9686;7789;2423;1572
202.11;2091.8;12;2018-12-30;17650;20870;8988;9692;7958;2593;1589
202.11;2353;13;2018-12-30;17925;20870;9097;9858;8067;2704;1613
202.11;2284.6;14;2018-12-30;17800;21240;9128;9701;8099;2731;1602
202.11;2560.3;15;2018-12-30;18075;21240;9173;9921;8154;2738;1627
210.3;2878.5;16;2018-12-30;19350;21240;9178;11186;8164;2738;1741
230.91;2847.3;17;2018-12-30;19675;21468;9180;11465;8210;2736;1770
233;2900.3;18;2018-12-30;19725;21468;9245;11445;8280;2719;1775
239;3017.9;19;2018-12-30;19825;21468;9208;11573;8252;2663;1784
229.99;2749.6;20;2018-12-30;19450;21468;9111;11295;8155;2592;1750
207.94;2911.7;21;2018-12-30;18650;21468;9073;10537;8113;2527;1678
202.11;2651.7;22;2018-12-30;17650;21468;9005;9618;8032;2452;1588
195;2943.6;23;2018-12-30;16400;21468;8939;8469;7931;2369;1475
183.91;2581.3;0;2018-12-31;14775;21858;9234;6536;8239;2638;1329
174.83;2835.9;1;2018-12-31;14025;21858;9157;5863;8162;2571;1262
178.29;2912;2;2018-12-31;13700;21858;9080;5615;8085;2505;1232
170.3;2859.3;3;2018-12-31;13600;21858;8999;5596;8004;2426;1223
173.9;2727.2;4;2018-12-31;13725;21858;8884;5880;7845;2312;1234
178.57;2417.7;5;2018-12-31;14225;21858;8736;6523;7702;2158;1280
190.93;1865.7;6;2018-12-31;15200;21858;8564;7664;7536;1973;1367
203.53;3229.9;7;2018-12-31;16150;21858;8371;8781;7369;1767;1453
209.39;3175.8;8;2018-12-31;17250;21858;8235;9986;7264;1600;1552
232.43;2885.5;9;2018-12-31;18250;21858;8075;11145;7105;1452;1643
234.52;2872.8;10;2018-12-31;18750;21858;7982;11743;7007;1312;1688
235.2;2730.1;11;2018-12-31;18775;21858;7846;11909;6866;1176;1690
234.06;2433.3;12;2018-12-31;18700;21858;7701;11979;6721;1032;1683
234.54;2344.3;13;2018-12-31;18775;21858;7559;12196;6579;892;1690
230.2;2448.5;14;2018-12-31;18400;21858;7445;11934;6466;772;1656
230;2334.7;15;2018-12-31;18500;21858;7397;12072;6428;696;1665
237.1;2105.8;16;2018-12-31;19700;21858;7465;13199;6501;715;1773
238.82;2420.8;17;2018-12-31;19875;21858;7568;13227;6648;803;1789
238.6;2452.8;18;2018-12-31;19450;21858;7705;12660;6790;937;1751
220;2553.2;19;2018-12-31;18575;21858;7894;11604;6971;1134;1672
207.96;3076.8;20;2018-12-31;17375;21858;8080;10224;7151;1371;1564
203.53;2851;21;2018-12-31;16550;21858;8314;9169;7381;1631;1489
190.96;2161.4;22;2018-12-31;16075;21858;8595;8438;7637;1922;1446
182.29;2357;23;2018-12-31;15500;21858;8864;7613;7887;2226;1394
90;3801.1;0;2019-01-01;14975;21978;9044;7057;7918;2419;1348
74;4010.2;1;2019-01-01;14400;21978;9421;6105;8295;2796;1297
70;3761;2;2019-01-01;13875;21978;9790;5211;8664;3170;1249
63;3787.9;3;2019-01-01;13425;21978;10135;4416;9009;3515;1209
60;3803;4;2019-01-01;13225;21978;10417;3934;9291;3807;1191
60;3822.1;5;2019-01-01;13125;21978;10674;3572;9553;4064;1182
60;3702.2;6;2019-01-01;13200;21978;10918;3397;9803;4307;1188
59.57;3563.3;7;2019-01-01;13075;21978;11155;3017;10058;4525;1177
60;3673.3;8;2019-01-01;12950;21978;11365;2676;10274;4720;1166
61;4068.8;9;2019-01-01;13550;21978;11567;3079;10471;4896;1220
69;3931.5;10;2019-01-01;14100;21978;11705;3496;10604;5034;1270
70;4231.2;11;2019-01-01;14625;21978;11797;3934;10691;5133;1317
71;3863.2;12;2019-01-01;15100;21978;11866;4340;10760;5198;1360
78;3965.9;13;2019-01-01;15550;21978;11878;4778;10772;5220;1401
75;3870;14;2019-01-01;15700;21978;11881;4924;10776;5227;1414
75;3904.7;15;2019-01-01;15975;21978;11883;5192;10783;5230;1439
120;3892.4;16;2019-01-01;17200;21978;11877;6418;10782;5226;1549
120;3828.5;17;2019-01-01;17675;21978;11884;6886;10789;5219;1592
127;3829.8;18;2019-01-01;17725;21978;11891;6924;10801;5210;1597
130.97;3869.2;19;2019-01-01;17850;21978;11856;7084;10766;5169;1608
120;3940.9;20;2019-01-01;17475;21978;11781;6784;10691;5104;1574
95;3944.7;21;2019-01-01;16700;21978;11675;6115;10585;5020;1504
85;3901.6;22;2019-01-01;15875;21978;11563;5419;10456;4924;1429
71;4160.1;23;2019-01-01;14900;21978;11486;4540;10360;4847;1342
40;4021.5;0;2019-01-02;14300;21523;10867;4376;9924;4385;1288
31;3950.2;1;2019-01-02;13975;21523;10784;4144;9831;4337;1259
31;3951.8;2;2019-01-02;13725;21523;10768;3915;9810;4332;1236
31;3991.2;3;2019-01-02;13725;21523;10804;3889;9836;4370;1236
31;4035.3;4;2019-01-02;14125;21523;10879;4214;9911;4448;1272
45;4210.7;5;2019-01-02;15375;21523;10990;5347;10028;4531;1385
108.5;3822.3;6;2019-01-02;18175;21523;11073;8029;10146;4595;1637
175.07;5218.1;7;2019-01-02;20875;21523;11141;10599;10276;4624;1880
197.94;4519.8;8;2019-01-02;22025;21523;11124;11761;10264;4638;1984
201.98;3911.2;9;2019-01-02;22775;21523;11204;12431;10344;4690;2052
201.98;3965.5;10;2019-01-02;23000;21523;11323;12537;10463;4786;2072
201.98;3776.8;11;2019-01-02;23050;21523;11427;12483;10567;4892;2076
201.98;3550.5;12;2019-01-02;23400;21523;11493;12772;10628;4971;2108
204.4;3562;13;2019-01-02;23600;21523;11518;12947;10653;4996;2126
205.71;3685.5;14;2019-01-02;23325;21523;11494;12691;10634;4978;2101
221;3291;15;2019-01-02;23475;21523;11459;12844;10631;4941;2115
240.8;3187.5;16;2019-01-02;24375;21523;11464;13734;10641;4917;2196
250;3012.8;17;2019-01-02;24375;21523;11491;13707;10668;4916;2196
245.98;3151.5;18;2019-01-02;24100;21523;11542;13398;10702;4917;2171
242.11;3275.9;19;2019-01-02;23875;21523;11512;13193;10682;4892;2151
229.1;3433.4;20;2019-01-02;23250;21523;11438;12642;10608;4846;2094
210.7;4112;21;2019-01-02;21900;21523;11361;11369;10531;4798;1972
190.91;2967.5;22;2019-01-02;20325;21523;11302;9880;10445;4760;1831
171.68;3364.8;23;2019-01-02;18900;21523;11270;8489;10411;4728;1702
173.56;3571.6;0;2019-01-03;17800;21518;11069;7718;10082;4596;1603
162.38;3911.1;1;2019-01-03;17200;21518;11016;7171;10029;4553;1549
154.51;4132.8;2;2019-01-03;16925;21518;10960;6952;9973;4507;1524
154.51;4071.1;3;2019-01-03;16925;21518;10905;7007;9918;4447;1524
162.38;3806.1;4;2019-01-03;17225;21518;10836;7376;9849;4373;1551
182.75;3279.8;5;2019-01-03;18025;21518;10744;8268;9757;4281;1623
206.78;2759.4;6;2019-01-03;20550;21518;10616;10913;9637;4162;1851
232.15;3296.9;7;2019-01-03;22625;21518;10491;13097;9528;4013;2038
230;2889.6;8;2019-01-03;23400;21511;10340;14018;9382;3852;2107
239;2652.9;9;2019-01-03;23775;21511;10237;14506;9269;3733;2141
237.14;2671.2;10;2019-01-03;23925;21511;10256;14637;9288;3724;2155
237.97;2547.9;11;2019-01-03;24250;21518;10323;14895;9355;3793;2184
243;2471.2;12;2019-01-03;24300;21518;10346;14922;9378;3832;2189
245.17;2384.3;13;2019-01-03;24275;21518;10267;14976;9299;3753;2187
245.03;2352.9;14;2019-01-03;23925;21518;10078;14815;9110;3573;2155
246.2;2288.3;15;2019-01-03;24025;21518;9848;15145;8880;3354;2164
275;2059;16;2019-01-03;25075;21518;9664;16369;8706;3162;2259
278.83;1997.1;17;2019-01-03;25075;21518;9506;16527;8548;3000;2259
275;2028.6;18;2019-01-03;24775;21518;9379;16354;8421;2847;2232
273.88;2044.9;19;2019-01-03;24600;21518;9202;16356;8244;2664;2216
261.03;2072.2;20;2019-01-03;23850;21518;8977;15831;8019;2444;2148
234.1;2649.2;21;2019-01-03;22375;21518;8719;14619;7756;2203;2015
239;2563;22;2019-01-03;20750;21518;8466;13273;7477;1956;1869
214.99;1938.7;23;2019-01-03;19425;21518;8217;12199;7226;1735;1749
209.86;1725.1;0;2019-01-04;18025;21978;8023;11017;7008;1409;1623
204.41;2251.2;1;2019-01-04;17325;21978;7868;10472;6853;1264;1560
197.8;2347.2;2;2019-01-04;17100;21978;7754;10361;6739;1155;1540
196;2156.6;3;2019-01-04;17100;21978;7689;10426;6674;1090;1540
195;1976.7;4;2019-01-04;17400;21978;7663;10752;6648;1064;1567
203;1728.7;5;2019-01-04;18225;21978;7656;11584;6641;1057;1641
240;1793.2;6;2019-01-04;20675;21978;7658;13991;6684;1068;1862
255.7;2087.7;7;2019-01-04;22750;21978;7688;15997;6753;1086;2049
271.3;1912.6;8;2019-01-04;23675;21978;7724;16875;6800;1112;2132
268;2021.2;9;2019-01-04;24000;21978;7772;17158;6842;1132;2162
266.65;1994.8;10;2019-01-04;24025;21978;7826;17129;6896;1158;2164
266.65;2035.5;11;2019-01-04;24250;21978;7872;17308;6942;1206;2184
266.65;2098.7;12;2019-01-04;24325;21978;7895;17360;6965;1245;2191
270;2031.1;13;2019-01-04;24300;21978;7915;17315;6985;1265;2189
265;2116.6;14;2019-01-04;23925;21978;7969;16886;7039;1328;2155
264.2;2240.7;15;2019-01-04;24025;21978;8052;16903;7122;1422;2164
278.61;2183.1;16;2019-01-04;25075;21978;8147;17858;7217;1509;2258
278.74;2071.4;17;2019-01-04;25175;21978;8233;17872;7303;1591;2268
266.65;2305.5;18;2019-01-04;24975;21978;8335;17570;7405;1670;2250
261;2474;19;2019-01-04;24675;21978;8408;17197;7478;1737;2223
245;2806.6;20;2019-01-04;23875;21978;8448;16357;7518;1782;2150
219;3148.4;21;2019-01-04;22375;21978;8462;14848;7527;1813;2015
204.44;2389.5;22;2019-01-04;20750;21978;8477;13315;7435;1834;1869
188.22;2623.7;23;2019-01-04;19425;21978;8465;12041;7384;1850;1749
196.68;2212.1;0;2019-01-05;17850;21692;8734;10068;7782;2113;1607
191.43;2526.9;1;2019-01-05;17075;21692;8802;9225;7850;2181;1537
188.31;2736.6;2;2019-01-05;16725;21692;8877;8800;7925;2261;1506
186.91;2874.6;3;2019-01-05;16550;21692;8951;8551;7999;2345;1490
186.91;2840;4;2019-01-05;16550;21692;8995;8507;8043;2389;1490
190;2744;5;2019-01-05;16825;21692;9025;8754;8071;2419;1515
196.68;2209.9;6;2019-01-05;17750;21692;9071;9594;8156;2454;1598
200;2007.9;7;2019-01-05;18650;21692;9101;10464;8186;2474;1680
220.2;2127.8;8;2019-01-05;19600;21692;9101;11414;8186;2464;1765
223.1;2352.9;9;2019-01-05;20650;21692;9112;12453;8197;2449;1860
228.34;2354.7;10;2019-01-05;21225;21692;9122;13018;8207;2431;1912
238;2510.9;11;2019-01-05;21550;21692;9101;13364;8186;2417;1941
234.1;2507.9;12;2019-01-05;21500;21692;9088;13327;8173;2410;1937
233;2405.3;13;2019-01-05;21550;21692;9065;13400;8150;2397;1941
230;2367.1;14;2019-01-05;21425;21692;9074;13266;8159;2400;1930
233.05;2366.6;15;2019-01-05;21400;21692;9049;13264;8136;2386;1928
254;2748.9;16;2019-01-05;22525;21692;9019;14419;8106;2343;2029
256;2840.6;17;2019-01-05;22700;21692;8981;14632;8068;2296;2045
261.1;2766;18;2019-01-05;22300;21692;8925;14288;8012;2229;2008
256;2440.8;19;2019-01-05;22050;21692;8801;14164;7886;2099;1986
240.36;2333.5;20;2019-01-05;21450;21692;8642;13723;7727;1940;1932
228;2058.9;21;2019-01-05;20275;21692;8489;12701;7574;1819;1826
218;1790;22;2019-01-05;19100;21692;8412;11642;7458;1739;1720
197.57;2163.8;23;2019-01-05;18000;21692;8316;10638;7362;1686;1621
188.96;2755.1;0;2019-01-06;17100;20827;8409;9655;7445;1745;1542
183.27;3084.3;1;2019-01-06;16600;20827;8324;9240;7360;1665;1497
180.5;3255.3;2;2019-01-06;16225;20827;8252;8937;7288;1599;1463
176.6;3330.6;3;2019-01-06;16100;20827;8208;8856;7244;1560;1452
175.2;3263.7;4;2019-01-06;16100;21256;8173;8891;7209;1520;1452
175.2;3182.1;5;2019-01-06;16075;21256;8131;8908;7167;1468;1450
178;2857.5;6;2019-01-06;16350;21256;8057;9258;7092;1386;1474
181.54;2680.4;7;2019-01-06;16800;21256;7936;9796;7004;1254;1515
190.39;2376.9;8;2019-01-06;17400;21256;7822;10510;6890;1125;1569
210.23;2058.5;9;2019-01-06;18350;21256;7725;11557;6793;1009;1655
222.92;1855.6;10;2019-01-06;19075;21256;7630;12377;6698;909;1720
228.26;1833.9;11;2019-01-06;19325;21256;7577;12680;6645;825;1740
229;2093.2;12;2019-01-06;19575;21256;7485;12990;6585;739;1763
227.45;1984.2;13;2019-01-06;19800;21256;7380;13320;6480;631;1783
219.29;1798.2;14;2019-01-06;19600;21626;7287;13213;6387;535;1765
219;1770.6;15;2019-01-06;19550;22086;7193;13254;6296;447;1760
241.26;1887.2;16;2019-01-06;20650;22086;7111;14436;6214;377;1859
261;2237.8;17;2019-01-06;21100;22086;7070;14925;6175;320;1900
267.64;2359.6;18;2019-01-06;21025;22086;7034;14886;6139;270;1893
260;2269.3;19;2019-01-06;21075;22086;7000;14958;6117;230;1898
257.87;2234.2;20;2019-01-06;20625;22086;6971;14535;6090;201;1857
230;1918.1;21;2019-01-06;19725;22086;6931;13674;6051;185;1776
217.35;1713.6;22;2019-01-06;18925;22086;6916;12889;6036;187;1703
196.01;1940.5;23;2019-01-06;17950;22086;6899;11931;6019;196;1615
193;2120.2;0;2019-01-07;16900;22086;7007;10622;6278;270;1524
190.61;2277.8;1;2019-01-07;16425;22086;7022;10132;6293;286;1481
187.1;2438.3;2;2019-01-07;16275;22086;7024;9980;6295;315;1468
187.1;2446.7;3;2019-01-07;16300;22086;7060;9969;6331;351;1470
190.61;2280.4;4;2019-01-07;16625;22086;7094;10260;6365;385;1499
195.98;1823.4;5;2019-01-07;17650;22086;7149;11228;6422;418;1591
258.68;2021;6;2019-01-07;20925;22086;7198;14426;6499;449;1884
282.6;1563.1;7;2019-01-07;23225;22086;7238;16630;6595;483;2091
308;1547.1;8;2019-01-07;24250;21991;7315;17570;6680;519;2183
325.21;1587.1;9;2019-01-07;24750;21991;7365;18020;6730;536;2229
323.23;1618.4;10;2019-01-07;24825;21991;7338;18122;6703;531;2236
315;1644.1;11;2019-01-07;25075;21991;7340;18370;6705;531;2258
316.8;1627.5;12;2019-01-07;25050;22024;7371;18314;6736;549;2256
314.99;1722;13;2019-01-07;25125;22024;7438;18322;6803;615;2263
290;1625.7;14;2019-01-07;24725;22024;7556;17804;6921;724;2227
288;1738.8;15;2019-01-07;24650;22024;7672;17613;7037;859;2220
309.6;1834.2;16;2019-01-07;25600;22063;7837;18398;7202;1012;2305
299.99;1791.8;17;2019-01-07;25925;22063;8034;18526;7399;1172;2335
286.09;1945.8;18;2019-01-07;25525;22063;8194;17966;7559;1327;2299
270.88;2157.7;19;2019-01-07;25375;22063;8344;17666;7709;1477;2285
255.71;2500.6;20;2019-01-07;24600;22086;8492;16743;7857;1638;2215
213.19;2852.1;21;2019-01-07;23000;22086;8674;14969;8031;1820;2071
202.38;2293.3;22;2019-01-07;21500;22086;8891;13284;8216;2060;1936
